	category	subcategory	code	name	url	description	unit_price
782	Mixed Signal	ADC	MIKROE-4221	AN To PWM 2 Click	https://www.mikroe.com/an-to-pwm-2-click	AN to PWM 2 Click is a compact add-on board that contains an easy-to-use component that converts the value of the input analog signal to a fixed frequency PWM voltage output, with a duty cycle proportional to the input voltage. This board features the LTC6992CS6, a silicon oscillator with an easy-to-use analog voltage-controlled pulse width modulation...	24.00
783	Mixed Signal	ADC	MIKROE-4376	ADC 12 Click	https://www.mikroe.com/adc-12-click	ADC 12 Click is a compact add-on board that contains a fully-featured, general-purpose analog-to-digital converter. This board features the ADS7828, a low-power 12-bit data acquisition device that features a serial I2C interface and an 8-channel multiplexer from Texas Instruments. The A/D converter features a sample-and-hold amplifier and an internal,...	15.00
784	Mixed Signal	ADC	MIKROE-4383	ISO ADC 3 Click	https://www.mikroe.com/iso-adc-3-click	ISO ADC 3 Click is a compact add-on board that contains a single-channel precision isolation amplifier. This board features the AMC1100, a precision isolation amplifier with an output separated from the input circuitry by a silicon dioxide barrier that is highly resistant to magnetic interference from Texas Instruments. This barrier is certified to...	15.00
785	Mixed Signal	ADC	MIKROE-4488	ADC 10 Click	https://www.mikroe.com/adc-10-click	ADC 10 Click is a compact add-on board that contains a high-performance data converter. This board features the ADS122U04, a 24-bit precision ΔΣ analog-to-digital converter with UART compatible interface from Texas Instruments. It features two differential or four single-ended inputs through a flexible input multiplexer, a programmable gain amplifier up...	27.00
786	Mixed Signal	ADC	MIKROE-4486	DAQ 3 Click	https://www.mikroe.com/daq-3-click	DAQ 3 Click is a compact add-on board representing a precision data acquisition solution. This board features the LTC6373 programmable gain instrumentation amplifier driving ADAQ4003, fast and precise μModule precision data acquisition (DAQ) signal chain combined with power solution from Analog Devices. Using SIP technology, the ADAQ4003 reduces end...	79.00
787	Mixed Signal	ADC	MIKROE-4593	ADC 11 Click	https://www.mikroe.com/adc-11-click	ADC 11 Click is a compact add-on board that contains a high-performance data converter. This board features the LTC1864, a 16-bit 250ksps analog-to-digital converter from Analog Devices. With a typical supply current of only 850µA at the maximum sampling frequency, the LTC1864 is among the lowest power consumption ADCs available. After conversion, the...	27.00
788	Mixed Signal	ADC	MIKROE-4743	ADC 13 Click	https://www.mikroe.com/adc-13-click	ADC 13 Click is a compact add-on board that contains a high-performance data converter. This board features the ADS1262, a 32-bit, high precision, 38-kSPS, analog-to-digital converter with programmable gain amplifier and voltage reference from Texas Instruments. This ADC consists of a low-noise CMOS PGA (gains 1 to 32), a ΔΣ modulator, followed by a...	45.00
789	Mixed Signal	ADC	MIKROE-4758	ISO ADC 5 Click	https://www.mikroe.com/iso-adc-5-click	ISO ADC 5 Click is a compact add-on board that contains quad-channel isolated ADC with field supply. This board features the MAX22530, galvanically isolated, 4-channel, multiplexed, 12-bit, analog-to-digital converter (ADC), providing 5kVRMS isolation from Maxim Integrated. The ADC and all field-side circuits are powered by an integrated, isolated DC-DC...	27.00
790	Mixed Signal	ADC	MIKROE-4495	DAQ Click	https://www.mikroe.com/daq-click	DAQ Click is a compact add-on board representing a data acquisition solution. This board features the ADAQ7768-1, a 24-bit precision data acquisition (DAQ) μModule system that encapsulates signal conditioning, conversion, and processing blocks into one SiP from Analog Devices. It supports a fully differential input signal with a maximum voltage range of...	75.00
791	Mixed Signal	ADC	MIKROE-4890	ADC 15 Click	https://www.mikroe.com/adc-15-click	ADC 15 Click is a compact add-on board that contains a high-performance data converter. This board features the ADS131M02, a two-channel, simultaneously sampling, 24-bit, delta-sigma (ΔΣ), analog-to-digital converter from Texas Instruments. The ADC inputs can be independently configured via serial peripheral interface depending on the sensor input. A low...	17.00
792	Mixed Signal	ADC	MIKROE-4966	ADC 17 Click	https://www.mikroe.com/adc-17-click	ADC 17 Click is a compact add-on board that contains a high-performance data converter. This board features the MAX11645, a low-power two-channel 12-bit analog-to-digital converter from Analog Devices. The MAX11645 measures two single-ended or one differential input. The fully differential analog inputs are software configurable (I2C interface) for...	9.00
793	Mixed Signal	ADC	MIKROE-4937	ADC 16 Click	https://www.mikroe.com/adc-16-click	ADC 16 Click is a compact add-on board that contains a high-performance data converter. This board features the ADS7142-Q1, a low-power two-channel 12-bit analog-to-digital converter from Texas Instruments. This I2C configurable 140kSPS successive approximation register (SAR) analog-to-digital converter (ADC) can autonomously monitor signals while...	12.00
794	Mixed Signal	ADC	MIKROE-4997	ADC 19 Click	https://www.mikroe.com/adc-19-click	ADC 19 Click is a compact add-on board that contains a high-performance data converter. This board features the ADC122S101, a low-power two-channel CMOS 12-bit analog-to-digital converter from Texas Instruments. This SPI configurable analog-to-digital converter (ADC) is fully specified over a sample rate range of 500ksps to 1Msps, offering high...	13.00
795	Mixed Signal	Measurements	MIKROE-2376	C Meter Click	https://www.mikroe.com/c-meter-click	C Meter click is a mikroBUS add-on board with circuitry for measuring the value of capacitors. The design is based on a NE-555 timer/square-wave generator.	9.00
796	Mixed Signal	Measurements	MIKROE-2377	Ammeter Click	https://www.mikroe.com/ammeter-click	Ammeter click is a mikroBUS add-on board with circuitry for measuring electric current (both AC and DC).	24.00
797	Mixed Signal	Measurements	MIKROE-2396	R Meter Click	https://www.mikroe.com/r-meter-click	R Meter click is a mikroBUS add-on board with circuitry for measuring the value of resistors. The board can be used to measure a wide range of resistors (from 0 to 1 Mega Ohm) The design is based on a non-inverting AD8616 amplifier circuit, with the measured resistor placed in a feedback loop that influences the gain of the amplifier	27.00
798	Mixed Signal	Measurements	MIKROE-2436	Voltmeter Click	https://www.mikroe.com/voltmeter-click	Voltmeter click is a mikroBUS™ add-on board for measuring voltage in an external electric circuit.The board is designed to measure Direct Current only, and has a measurement range from 0 to 24V (it’s possible to measure both positive and negative charges).	24.00
799	Mixed Signal	Measurements	MIKROE-2553	LEM Click	https://www.mikroe.com/lem-click	LEM click carries the LTS 6-NP current transducer and MCP3201 ADC converter. The click can measure AC and DC current with exceptional speed, up to 200 KHz. LEM click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over SPI interface, or directly with analog output.	59.00
800	Mixed Signal	Measurements	MIKROE-2735	PAC1934 Click	https://www.mikroe.com/pac1934-click	PAC1934 click carries the PAC1934 four channel DC power/energy monitor from Microchip. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target microcontroller over an I2C interface.	29.00
801	Mixed Signal	Measurements	MIKROE-2890	Hz To V Click	https://www.mikroe.com/hz-to-v-click	HZ to V click is a device that can converts input frequency of the signal with virtually any wave shape to a DC voltage output, with a level proportional to the input frequency. It has a linear response, and by applying a signal with the frequency between 1kHz to 10kHz on its input, the Click board™ will generate a DC voltage, ranging from 0.33V to 3.3V....	27.00
802	Mixed Signal	Measurements	MIKROE-2889	V To Hz Click	https://www.mikroe.com/v-to-hz-click	V to HZ click is a device that converts an analog voltage input signal into a pulse wave signal of a certain frequency. It has a linear response, so applying a voltage in a range of 0 to 5V on its input, will result in generating the pulse train with frequency linearly proportional to the input voltage. This click features very good linearity, covers a...	27.00
803	Mixed Signal	Measurements	MIKROE-2910	PAC1921 Click	https://www.mikroe.com/pac1921-click	PAC1921 click is a versatile power monitoring and measuring device intended for the high speed, low latency measurements. This device can measure current, voltage or the power of the connected load. PAC1921 click features an integrated average power measurement, it can output the measured properties in the form of a filtered analog voltage level by using...	17.00
804	Mixed Signal	Measurements	MIKROE-3116	Multimeter Click	https://www.mikroe.com/multimeter-click	Multimeter click is a Click board™ designed to measure voltage, current, resistance, and capacitance properties of the components, connected to the input terminals. Each property measurement is done on a separate terminal. Each measurement section conditions the input signal from the respective input terminal and forwards it to a four-channel 12-bit A/D...	39.00
805	Mixed Signal	Measurements	MIKROE-3126	Hz to V 2 Click	https://www.mikroe.com/hz-to-v-2-click	HZ to V 2 click is a device that can convert input frequency of the signal with virtually any wave shape to a DC voltage output, with a level proportional to the input frequency. It features a specialized IC labeled as VFC32KU, which has a good linear response and temperature stability. By applying a signal with the frequency up to 120kHz on its input,...	42.00
